id,level,category,question,correct,image,reason
L10-14,10,Hören & Begriffe,Was ist ein Leitmotiv?,Wiedererkennbares Motiv für Figur/Idee,images/wagner.jpg,text:leitmotiv->wagner
L10-15,10,Hören & Begriffe,Was bedeutet „Klangfarbe“?,Charakter des Klangs,images/icon-512.png,neutral-logo
L10-16,10,Hören & Begriffe,Was ist ein Thema in der Musik?,Prägnanter musikalischer Gedanke,images/icon-512.png,neutral-logo
L10-17,10,Musiktheorie-Basics,Was ist eine Sequenz?,Wiederholung eines Motivs auf anderer Tonhöhe,images/icon-512.png,neutral-logo
L10-18,10,Hören & Begriffe,Was bedeutet „konsonant“ im musikalischen Sinn?,Ruhig/zusammenklingend wirkend,images/icon-512.png,neutral-logo
L10-19,10,Hören & Begriffe,Was bedeutet „dissonant“ im musikalischen Sinn?,Spannungsreich/reibend wirkend,images/icon-512.png,neutral-logo
L10-20,10,Hören & Begriffe,Was ist ein Cluster?,Dicht nebeneinanderliegende Töne,images/icon-512.png,neutral-logo
L10-21,10,Hören & Begriffe,Was bedeutet „Tremolo“?,schnelle Wiederholung oder Wechselbewegung,images/icon-512.png,neutral-logo
L10-22,10,Hören & Begriffe,Was bedeutet „Vibrato“?,leichte Tonhöhenschwankung zur Klangbelebung,images/icon-512.png,neutral-logo
L10-23,10,Hören & Begriffe,Was ist ein „Glissando“?,gleitende Bewegung zwischen Tönen,images/icon-512.png,neutral-logo
L10-24,10,Hören & Begriffe,Was bedeutet „sforzato“?,plötzlich betont,images/icon-512.png,neutral-logo
L10-25,10,Hören & Begriffe,Was bedeutet „subito piano“?,plötzlich leise,images/icon-512.png,neutral-logo
L10-26,10,Hören & Begriffe,Was bedeutet „rubato“?,freier Umgang mit Tempo,images/icon-512.png,neutral-logo
L10-27,10,Hören & Begriffe,Was ist eine „Klangfläche“?,"ausgedehnter, flächiger Klangzustand",images/icon-512.png,neutral-logo
L10-28,10,Hören & Begriffe,Was bedeutet „monophon“?,einstimmig,images/icon-512.png,neutral-logo
L10-29,10,Formen & Gattungen,Was ist ein „Kanon“?,versetzte Nachahmung derselben Melodie,images/icon-512.png,neutral-logo
L10-30,10,Hören & Begriffe,Was bedeutet „Unisono“?,alle singen oder spielen dieselbe Tonhöhe/Melodie,images/icon-512.png,neutral-logo
L10-31,10,Instrumente & Besetzungen,Welches Instrument gehört zu den Holzbläsern?,Oboe,images/icon-512.png,neutral-logo
L10-32,10,Instrumente & Besetzungen,Welches Instrument gehört zu den Blechbläsern?,Horn,images/icon-512.png,neutral-logo
L10-33,10,Instrumente & Besetzungen,Welches Instrument ist das tiefste Streichinstrument im Orchester?,Kontrabass,images/icon-512.png,neutral-logo
L10-34,10,Instrumente & Besetzungen,Welche Instrumente bilden ein klassisches Klaviertrio?,"Klavier, Violine, Violoncello",images/icon-512.png,neutral-logo
L10-35,10,Instrumente & Besetzungen,Welche Stimme ist höher: Tenor oder Bass?,Tenor,images/icon-512.png,neutral-logo
L10-36,10,Instrumente & Besetzungen,Welches Instrument verwendet ein Doppelrohrblatt?,Oboe,images/icon-512.png,neutral-logo
L10-37,10,Instrumente & Besetzungen,Welches Instrument ist ein Tasteninstrument?,Klavier,images/icon-512.png,neutral-logo
L10-38,10,Instrumente & Besetzungen,Welche Gruppe sitzt im Orchester meist vorne?,Streicher,images/icon-512.png,neutral-logo
L10-39,10,Instrumente & Besetzungen,Was bedeutet „Kammermusik“?,Musik für kleine Besetzungen,images/icon-512.png,neutral-logo
L10-40,10,Instrumente & Besetzungen,Welches Instrument gehört zur Schlagwerkgruppe?,Pauke,images/icon-512.png,neutral-logo
